"filename", "language", "JSON", "JavaScript", "HTML", "TypeScript", "PostCSS", "SCSS", "JSON with Comments", "Markdown", "comment", "blank", "total"
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\activity-points\activity-points.component.html", "HTML", 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 55
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\activity-points\activity-points.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\activity-points\activity-points.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\activity-points\activity-points.component.ts", "TypeScript", 0, 0, 0, 76, 0, 0, 0, 0, 0, 16, 92
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\assignments\assignments.component.html", "HTML", 0, 0, 153, 0, 0, 0, 0, 0, 0, 24, 177
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\assignments\assignments.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\assignments\assignments.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\assignments\assignments.component.ts", "TypeScript", 0, 0, 0, 79, 0, 0, 0, 0, 0, 17, 96
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\essay-module\essay-module.component.html", "HTML", 0, 0, 76, 0, 0, 0, 0, 0, 5, 12, 93
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\essay-module\essay-module.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\essay-module\essay-module.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\essay-module\essay-module.component.ts", "TypeScript", 0, 0, 0, 73, 0, 0, 0, 0, 0, 6, 79
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-panel\flashcard-panel.component.html", "HTML", 0, 0, 186, 0, 0, 0, 0, 0, 5, 8, 199
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-panel\flashcard-panel.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-panel\flashcard-panel.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-panel\flashcard-panel.component.ts", "TypeScript", 0, 0, 0, 87, 0, 0, 0, 0, 0, 12, 99
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-study-mode\flashcard-study-mode.component.html", "HTML", 0, 0, 105, 0, 0, 0, 0, 0, 0, 15, 120
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-study-mode\flashcard-study-mode.component.scss", "SCSS", 0, 0, 0, 0, 0, 56, 0, 0, 0, 17, 73
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-study-mode\flashcard-study-mode.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\flashcard-study-mode\flashcard-study-mode.component.ts", "TypeScript", 0, 0, 0, 130, 0, 0, 0, 0, 0, 26, 156
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\grades\grades.component.html", "HTML", 0, 0, 42, 0, 0, 0, 0, 0, 0, 2, 44
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\grades\grades.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\grades\grades.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\grades\grades.component.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 5, 40
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\last-week\last-week.component.html", "HTML", 0, 0, 73, 0, 0, 0, 0, 0, 2, 5, 80
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\last-week\last-week.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\last-week\last-week.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\last-week\last-week.component.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 40
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\memories\memories.component.html", "HTML", 0, 0, 43, 0, 0, 0, 0, 0, 0, 5, 48
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\memories\memories.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\memories\memories.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\memories\memories.component.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 3, 37
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\module-player\module-player.component.html", "HTML", 0, 0, 84, 0, 0, 0, 0, 0, 0, 15, 99
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\module-player\module-player.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\module-player\module-player.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\module-player\module-player.component.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 0, 0, 31, 188
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\presentation\presentation.component.html", "HTML", 0, 0, 112, 0, 0, 0, 0, 0, 0, 41, 153
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\presentation\presentation.component.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\presentation\presentation.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\presentation\presentation.component.ts", "TypeScript", 0, 0, 0, 80, 0, 0, 0, 0, 0, 9, 89
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\pronunciation\pronunciation.component.html", "HTML", 0, 0, 135, 0, 0, 0, 0, 0, 6, 18, 159
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\pronunciation\pronunciation.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\pronunciation\pronunciation.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\pronunciation\pronunciation.component.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 10, 77
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences-cards\sentences-cards.component.html", "HTML", 0, 0, 89, 0, 0, 0, 0, 0, 0, 18, 107
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences-cards\sentences-cards.component.scss", "SCSS", 0, 0, 0, 0, 0, 45, 0, 0, 0, 7, 52
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences-cards\sentences-cards.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences-cards\sentences-cards.component.ts", "TypeScript", 0, 0, 0, 166, 0, 0, 0, 0, 0, 40, 206
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences\sentences.component.html", "HTML", 0, 0, 49, 0, 0, 0, 0, 0, 0, 5, 54
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences\sentences.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences\sentences.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\sentences\sentences.component.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 6, 47
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\stats\stats.component.html", "HTML", 0, 0, 117, 0, 0, 0, 0, 0, 0, 13, 130
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\stats\stats.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\stats\stats.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\stats\stats.component.ts", "TypeScript", 0, 0, 0, 140, 0, 0, 0, 0, 0, 12, 152
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\user-course\user-course.component.html", "HTML", 0, 0, 389, 0, 0, 0, 0, 0, 0, 38, 427
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\user-course\user-course.component.scss", "SCSS", 0, 0, 0, 0, 0, 67, 0, 0, 0, 17, 84
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\user-course\user-course.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\user-course\user-course.component.ts", "TypeScript", 0, 0, 0, 279, 0, 0, 0, 0, 0, 33, 312
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\vocabulary\vocabulary.component.html", "HTML", 0, 0, 45, 0, 0, 0, 0, 0, 0, 5, 50
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\vocabulary\vocabulary.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\vocabulary\vocabulary.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\student-view\vocabulary\vocabulary.component.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 3, 32
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile-detail\profile-detail.component.html", "HTML", 0, 0, 100, 0, 0, 0, 0, 0, 0, 16, 116
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile-detail\profile-detail.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile-detail\profile-detail.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile-detail\profile-detail.component.ts", "TypeScript", 0, 0, 0, 165, 0, 0, 0, 0, 0, 21, 186
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile\profile.component.html", "HTML", 0, 0, 54, 0, 0, 0, 0, 0, 0, 4, 58
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile\profile.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile\profile.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\profile\profile.component.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 5, 45
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\register-user\register-user.component.html", "HTML", 0, 0, 49, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\register-user\register-user.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\register-user\register-user.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\register-user\register-user.component.ts", "TypeScript", 0, 0, 0, 83, 0, 0, 0, 0, 0, 10, 93
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\user-crud\user-crud.component.html", "HTML", 0, 0, 107, 0, 0, 0, 0, 0, 0, 11, 118
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\user-crud\user-crud.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\user-crud\user-crud.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\user\user-crud\user-crud.component.ts", "TypeScript", 0, 0, 0, 161, 0, 0, 0, 0, 0, 23, 184
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\assign-global-vocabulary\assign-global-vocabulary.component.html", "HTML", 0, 0, 120, 0, 0, 0, 0, 0, 0, 12, 132
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\assign-global-vocabulary\assign-global-vocabulary.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\assign-global-vocabulary\assign-global-vocabulary.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\assign-global-vocabulary\assign-global-vocabulary.component.ts", "TypeScript", 0, 0, 0, 155, 0, 0, 0, 0, 0, 20, 175
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\global-vocabulary\global-vocabulary.component.html", "HTML", 0, 0, 126, 0, 0, 0, 0, 0, 0, 13, 139
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\global-vocabulary\global-vocabulary.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\global-vocabulary\global-vocabulary.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\vocabulary\global-vocabulary\global-vocabulary.component.ts", "TypeScript", 0, 0, 0, 176, 0, 0, 0, 0, 0, 20, 196
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\demo\code.scss", "SCSS", 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\demo\demo.scss", "SCSS", 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\demo\flags\flags.scss", "SCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_core.scss", "SCSS", 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_footer.scss", "SCSS", 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_main.scss", "SCSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_menu.scss", "SCSS", 0, 0, 0, 0, 0, 135, 0, 0, 0, 26, 161
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_mixins.scss", "SCSS", 0, 0, 0, 0, 0, 14, 0, 0, 0, 2, 16
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_preloading.scss", "SCSS", 0, 0, 0, 0, 0, 44, 0, 0, 0, 4, 48
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_responsive.scss", "SCSS", 0, 0, 0, 0, 0, 97, 0, 0, 0, 14, 111
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_topbar.scss", "SCSS", 0, 0, 0, 0, 0, 134, 0, 0, 0, 27, 161
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_typography.scss", "SCSS", 0, 0, 0, 0, 0, 56, 0, 0, 0, 13, 69
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\_utils.scss", "SCSS", 0, 0, 0, 0, 0, 21, 0, 0, 1, 4, 26
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\layout.scss", "SCSS", 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\variables\_common.scss", "SCSS", 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\variables\_dark.scss", "SCSS", 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\assets\layout\variables\_light.scss", "SCSS", 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\environments\environment.prod.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\index.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\main.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 14
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\styles.scss", "SCSS", 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 6
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\tailwind.css", "PostCSS", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\tailwind.config.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 1, 1, 17
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\tsconfig.app.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 2, 1, 16
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 25, 0, 2, 1, 28
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\tsconfig.spec.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 2, 1, 16
"Total", "-", 17001, 104, 8857, 28860, 3, 1319, 25, 122, 119, 3926, 60336
