"filename", "language", "JSON", "JavaScript", "HTML", "TypeScript", "PostCSS", "SCSS", "JSON with Comments", "Markdown", "comment", "blank", "total"
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-grades\lesson-grades.component.ts", "TypeScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 6, 47
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-last-week\lesson-last-week.component.html", "HTML", 0, 0, 103, 0, 0, 0, 0, 0, 0, 12, 115
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-last-week\lesson-last-week.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-last-week\lesson-last-week.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-last-week\lesson-last-week.component.ts", "TypeScript", 0, 0, 0, 47, 0, 0, 0, 0, 0, 7, 54
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-mode\lesson-mode.component.html", "HTML", 0, 0, 457, 0, 0, 0, 0, 0, 3, 50, 510
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-mode\lesson-mode.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-mode\lesson-mode.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-mode\lesson-mode.component.ts", "TypeScript", 0, 0, 0, 505, 0, 0, 0, 0, 0, 54, 559
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-notes\lesson-notes.component.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-notes\lesson-notes.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-notes\lesson-notes.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-notes\lesson-notes.component.ts", "TypeScript", 0, 0, 0, 79, 0, 0, 0, 0, 0, 8, 87
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-sentence-answers\lesson-sentence-answers.component.html", "HTML", 0, 0, 230, 0, 0, 0, 0, 0, 8, 29, 267
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-sentence-answers\lesson-sentence-answers.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-sentence-answers\lesson-sentence-answers.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-sentence-answers\lesson-sentence-answers.component.ts", "TypeScript", 0, 0, 0, 167, 0, 0, 0, 0, 0, 27, 194
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-stats\lesson-stats.component.html", "HTML", 0, 0, 94, 0, 0, 0, 0, 0, 0, 12, 106
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-stats\lesson-stats.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-stats\lesson-stats.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-stats\lesson-stats.component.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 11, 112
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-study-time\lesson-study-time.component.html", "HTML", 0, 0, 79, 0, 0, 0, 0, 0, 0, 8, 87
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-study-time\lesson-study-time.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-study-time\lesson-study-time.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\lesson-study-time\lesson-study-time.component.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 7, 72
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\onboard-client\onboard-client.component.html", "HTML", 0, 0, 280, 0, 0, 0, 0, 0, 0, 37, 317
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\onboard-client\onboard-client.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\onboard-client\onboard-client.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\onboard-client\onboard-client.component.ts", "TypeScript", 0, 0, 0, 280, 0, 0, 0, 0, 0, 52, 332
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\pronunciation-test\pronunciation-test.component.html", "HTML", 0, 0, 74, 0, 0, 0, 0, 0, 0, 14, 88
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\pronunciation-test\pronunciation-test.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\pronunciation-test\pronunciation-test.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\pronunciation-test\pronunciation-test.component.ts", "TypeScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 9, 72
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\report-listening\report-listening.component.html", "HTML", 0, 0, 84, 0, 0, 0, 0, 0, 0, 16, 100
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\report-listening\report-listening.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\report-listening\report-listening.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\report-listening\report-listening.component.ts", "TypeScript", 0, 0, 0, 104, 0, 0, 0, 0, 0, 14, 118
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\switch-client\switch-client.component.html", "HTML", 0, 0, 67, 0, 0, 0, 0, 0, 0, 6, 73
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\switch-client\switch-client.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\switch-client\switch-client.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\lesson\switch-client\switch-client.component.ts", "TypeScript", 0, 0, 0, 49, 0, 0, 0, 0, 0, 4, 53
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\admin-credits\admin-credits.component.html", "HTML", 0, 0, 144, 0, 0, 0, 0, 0, 4, 13, 161
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\admin-credits\admin-credits.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\admin-credits\admin-credits.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\admin-credits\admin-credits.component.ts", "TypeScript", 0, 0, 0, 80, 0, 0, 0, 0, 0, 9, 89
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\avatar\avatar.component.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\avatar\avatar.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\avatar\avatar.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\avatar\avatar.component.ts", "TypeScript", 0, 0, 0, 40, 0, 0, 0, 0, 0, 5, 45
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\credits\credits.component.html", "HTML", 0, 0, 157, 0, 0, 0, 0, 0, 0, 23, 180
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\credits\credits.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\credits\credits.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\credits\credits.component.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 12, 113
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\dashboard\dashboard.component.html", "HTML", 0, 0, 353, 0, 0, 0, 0, 0, 1, 20, 374
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\dashboard\dashboard.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\dashboard\dashboard.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\dashboard\dashboard.component.ts", "TypeScript", 0, 0, 0, 104, 0, 0, 0, 0, 0, 20, 124
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\ranking\ranking.component.html", "HTML", 0, 0, 277, 0, 0, 0, 0, 0, 0, 52, 329
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\ranking\ranking.component.scss", "SCSS", 0, 0, 0, 0, 0, 529, 0, 0, 0, 104, 633
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\ranking\ranking.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\ranking\ranking.component.ts", "TypeScript", 0, 0, 0, 192, 0, 0, 0, 0, 0, 31, 223
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\repertoire\repertoire.component.html", "HTML", 0, 0, 91, 0, 0, 0, 0, 0, 7, 17, 115
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\repertoire\repertoire.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\repertoire\repertoire.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\repertoire\repertoire.component.ts", "TypeScript", 0, 0, 0, 79, 0, 0, 0, 0, 0, 10, 89
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\theater\theater.component.html", "HTML", 0, 0, 141, 0, 0, 0, 0, 0, 1, 14, 156
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\theater\theater.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\theater\theater.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\other\theater\theater.component.ts", "TypeScript", 0, 0, 0, 144, 0, 0, 0, 0, 0, 17, 161
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\auth\access.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 2, 33
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\auth\auth.routes.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\auth\error.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 2, 33
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\auth\login.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 4, 71
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\crud\crud.ts", "TypeScript", 0, 0, 0, 356, 0, 0, 0, 0, 0, 31, 387
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\documentation\documentation.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 0, 0, 2, 74
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\empty\empty.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\featureswidget.ts", "TypeScript", 0, 0, 0, 138, 0, 0, 0, 0, 0, 2, 140
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\footerwidget.ts", "TypeScript", 0, 0, 0, 72, 0, 0, 0, 0, 0, 2, 74
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\herowidget.ts", "TypeScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 26
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\highlightswidget.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 2, 47
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\pricingwidget.ts", "TypeScript", 0, 0, 0, 118, 0, 0, 0, 0, 0, 2, 120
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\components\topbarwidget.component.ts", "TypeScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 2, 67
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\landing\landing.ts", "TypeScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 2, 32
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\notfound\notfound.ts", "TypeScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 2, 69
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\pages.routes.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\country.service.ts", "TypeScript", 0, 0, 0, 253, 0, 0, 0, 0, 0, 3, 256
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\customer.service.ts", "TypeScript", 0, 0, 0, 9046, 0, 0, 0, 0, 0, 12, 9058
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\icon.service.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\node.service.ts", "TypeScript", 0, 0, 0, 801, 0, 0, 0, 0, 0, 16, 817
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\photo.service.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 3, 104
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\service\product.service.ts", "TypeScript", 0, 0, 0, 1301, 0, 0, 0, 0, 0, 22, 1323
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\buttondemo.ts", "TypeScript", 0, 0, 0, 188, 0, 0, 0, 0, 0, 5, 193
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\chartdemo.ts", "TypeScript", 0, 0, 0, 278, 0, 0, 0, 0, 0, 25, 303
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\filedemo.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 0, 0, 6, 58
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\formlayoutdemo.ts", "TypeScript", 0, 0, 0, 127, 0, 0, 0, 0, 0, 3, 130
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\inputdemo.ts", "TypeScript", 0, 0, 0, 307, 0, 0, 0, 0, 0, 33, 340
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\listdemo.ts", "TypeScript", 0, 0, 0, 196, 0, 0, 0, 0, 0, 16, 212
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\mediademo.ts", "TypeScript", 0, 0, 0, 120, 0, 0, 0, 0, 0, 9, 129
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\menudemo.ts", "TypeScript", 0, 0, 0, 539, 0, 0, 0, 0, 0, 2, 541
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\messagesdemo.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 9, 80
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\miscdemo.ts", "TypeScript", 0, 0, 0, 188, 0, 0, 0, 0, 0, 5, 193
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\overlaydemo.ts", "TypeScript", 0, 0, 0, 210, 0, 0, 0, 0, 0, 21, 231
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\panelsdemo.ts", "TypeScript", 0, 0, 0, 234, 0, 0, 0, 0, 0, 2, 236
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\tabledemo.ts", "TypeScript", 0, 0, 0, 532, 0, 0, 0, 0, 1, 37, 570
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\timelinedemo.ts", "TypeScript", 0, 0, 0, 137, 0, 0, 0, 0, 0, 5, 142
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\treedemo.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 0, 0, 10, 74
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\pages\uikit\uikit.routes.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 2, 36
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\announcement.service.ts", "TypeScript", 0, 0, 0, 85, 0, 0, 0, 0, 0, 16, 101
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\assignment.service.ts", "TypeScript", 0, 0, 0, 86, 0, 0, 0, 0, 0, 19, 105
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\attendance.service.ts", "TypeScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 7, 38
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\auth.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\auth.service.ts", "TypeScript", 0, 0, 0, 95, 0, 0, 0, 0, 2, 16, 113
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\catalogue.service.ts", "TypeScript", 0, 0, 0, 56, 0, 0, 0, 0, 0, 11, 67
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\course.service.ts", "TypeScript", 0, 0, 0, 58, 0, 0, 0, 0, 0, 13, 71
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\credit.service.ts", "TypeScript", 0, 0, 0, 51, 0, 0, 0, 0, 0, 9, 60
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\dashboard.service.ts", "TypeScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 9, 66
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\essay.service.ts", "TypeScript", 0, 0, 0, 45, 0, 0, 0, 0, 0, 9, 54
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\examination.service.ts", "TypeScript", 0, 0, 0, 36, 0, 0, 0, 0, 0, 6, 42
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\lesson-context.service.ts", "TypeScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 5, 25
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\lesson-panel.service.ts", "TypeScript", 0, 0, 0, 137, 0, 0, 0, 0, 0, 24, 161
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\lesson.service.ts", "TypeScript", 0, 0, 0, 164, 0, 0, 0, 0, 0, 33, 197
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\matrix.service.ts", "TypeScript", 0, 0, 0, 64, 0, 0, 0, 0, 0, 14, 78
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\module.service.ts", "TypeScript", 0, 0, 0, 88, 0, 0, 0, 0, 0, 17, 105
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\options.service.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\profile.service.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 5, 55
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\program.service.ts", "TypeScript", 0, 0, 0, 50, 0, 0, 0, 0, 0, 11, 61
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\ranking.service.ts", "TypeScript", 0, 0, 0, 38, 0, 0, 0, 0, 0, 6, 44
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\section-activity.service.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\sentence.service.ts", "TypeScript", 0, 0, 0, 151, 0, 0, 0, 0, 0, 31, 182
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\student-services\content.service.ts", "TypeScript", 0, 0, 0, 109, 0, 0, 0, 0, 0, 20, 129
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\student-services\flashcard.service.ts", "TypeScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 9, 63
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\student-services\student.service.ts", "TypeScript", 0, 0, 0, 141, 0, 0, 0, 0, 0, 27, 168
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\theater.service.ts", "TypeScript", 0, 0, 0, 52, 0, 0, 0, 0, 0, 10, 62
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\user.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 5, 17
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\user.service.ts", "TypeScript", 0, 0, 0, 61, 0, 0, 0, 0, 0, 12, 73
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\services\vocabulary.service.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 0, 0, 17, 95
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\guards\auth.guard.spec.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 5, 18
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\guards\auth.guard.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\interceptors\auth.interceptor.spec.ts", "TypeScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 5, 18
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\interceptors\auth.interceptor.ts", "TypeScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 4, 32
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\interceptors\error.interceptor.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 5, 31
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\shared\primeng.module.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 19
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-stock\sentence-stock.component.html", "HTML", 0, 0, 315, 0, 0, 0, 0, 0, 0, 51, 366
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-stock\sentence-stock.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-stock\sentence-stock.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-stock\sentence-stock.component.ts", "TypeScript", 0, 0, 0, 275, 0, 0, 0, 0, 0, 80, 355
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-task\sentence-task.component.html", "HTML", 0, 0, 176, 0, 0, 0, 0, 0, 0, 23, 199
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-task\sentence-task.component.scss", "SCSS", 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-task\sentence-task.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sentence-task\sentence-task.component.ts", "TypeScript", 0, 0, 0, 177, 0, 0, 0, 0, 0, 23, 200
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sets-composer\sets-composer.component.html", "HTML", 0, 0, 126, 0, 0, 0, 0, 0, 4, 18, 148
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sets-composer\sets-composer.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sets-composer\sets-composer.component.spec.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 6, 24
"c:\Programowanie\inzFrontend\english-teaching-app-frontend\src\app\stocksAndSets\sets-composer\sets-composer.component.ts", "TypeScript", 0, 0, 0, 146, 0, 0, 0, 0, 0, 18, 164
